"","tool","run","parameter","moment","value"
"7362","nm7",139,"SIGMA2.2","prse",NA
"7363","nm7",139,"SIGMA2.2","se",NA
"7364","nm7",139,"cov","status","0"
"7365","nm7",139,"prob","text","139 phase1 2 CMT like 1004 but diff. initial on V3"
"7366","nm7",139,"min","status","0"
"7367","nm7",139,"data","filename","../data/139.csv"
"7368","nm7",140,"ofv","minimum","2548.50140768796"
"7369","nm7",140,"THETA1","estimate","8.43192"
"7370","nm7",140,"THETA1","prse",NA
"7371","nm7",140,"THETA1","se",NA
"7372","nm7",140,"THETA2","estimate","21.0469"
"7373","nm7",140,"THETA2","prse",NA
"7374","nm7",140,"THETA2","se",NA
"7375","nm7",140,"THETA3","estimate","0.0667671"
"7376","nm7",140,"THETA3","prse",NA
"7377","nm7",140,"THETA3","se",NA
"7378","nm7",140,"THETA4","estimate","3.57566"
"7379","nm7",140,"THETA4","prse",NA
"7380","nm7",140,"THETA4","se",NA
"7381","nm7",140,"THETA5","estimate","167.675"
"7382","nm7",140,"THETA5","prse",NA
"7383","nm7",140,"THETA5","se",NA
"7384","nm7",140,"THETA6","estimate","1.08739"
"7385","nm7",140,"THETA6","prse",NA
"7386","nm7",140,"THETA6","se",NA
"7387","nm7",140,"THETA7","estimate","1.22621"
"7388","nm7",140,"THETA7","prse",NA
"7389","nm7",140,"THETA7","se",NA
"7390","nm7",140,"OMEGA1.1","estimate","0.20049"
"7391","nm7",140,"OMEGA1.1","prse",NA
"7392","nm7",140,"OMEGA1.1","se",NA
"7393","nm7",140,"OMEGA2.1","estimate","0.102372"
"7394","nm7",140,"OMEGA2.1","prse",NA
"7395","nm7",140,"OMEGA2.1","se",NA
"7396","nm7",140,"OMEGA2.2","estimate","0.0856078"
"7397","nm7",140,"OMEGA2.2","prse",NA
"7398","nm7",140,"OMEGA2.2","se",NA
"7399","nm7",140,"OMEGA3.1","estimate","0.0162428"
"7400","nm7",140,"OMEGA3.1","prse",NA
"7401","nm7",140,"OMEGA3.1","se",NA
"7402","nm7",140,"OMEGA3.2","estimate","-0.0300598"
"7403","nm7",140,"OMEGA3.2","prse",NA
"7404","nm7",140,"OMEGA3.2","se",NA
"7405","nm7",140,"OMEGA3.3","estimate","0.0454517"
"7406","nm7",140,"OMEGA3.3","prse",NA
"7407","nm7",140,"OMEGA3.3","se",NA
"7408","nm7",140,"SIGMA1.1","estimate","0.0572794"
"7409","nm7",140,"SIGMA1.1","prse",NA
"7410","nm7",140,"SIGMA1.1","se",NA
"7411","nm7",140,"SIGMA2.1","estimate","0"
"7412","nm7",140,"SIGMA2.1","prse",NA
"7413","nm7",140,"SIGMA2.1","se",NA
"7414","nm7",140,"SIGMA2.2","estimate","0.066127"
"7415","nm7",140,"SIGMA2.2","prse",NA
"7416","nm7",140,"SIGMA2.2","se",NA
"7417","nm7",140,"cov","status","0"
"7418","nm7",140,"prob","text","140 phase1 2 CMT like 1004 but diff. initial on V3"
"7419","nm7",140,"min","status","0"
"7420","nm7",140,"data","filename","../data/140.csv"
"7421","nm7",141,"ofv","minimum","2018.63590896455"
"7422","nm7",141,"THETA1","estimate","10.3142"
"7423","nm7",141,"THETA1","prse",NA
"7424","nm7",141,"THETA1","se",NA
"7425","nm7",141,"THETA2","estimate","24.205"
"7426","nm7",141,"THETA2","prse",NA
"7427","nm7",141,"THETA2","se",NA
"7428","nm7",141,"THETA3","estimate","0.0791548"
"7429","nm7",141,"THETA3","prse",NA
"7430","nm7",141,"THETA3","se",NA
"7431","nm7",141,"THETA4","estimate","4.31138"
"7432","nm7",141,"THETA4","prse",NA
"7433","nm7",141,"THETA4","se",NA
"7434","nm7",141,"THETA5","estimate","108.689"
"7435","nm7",141,"THETA5","prse",NA
"7436","nm7",141,"THETA5","se",NA
"7437","nm7",141,"THETA6","estimate","1.04118"
"7438","nm7",141,"THETA6","prse",NA
"7439","nm7",141,"THETA6","se",NA
"7440","nm7",141,"THETA7","estimate","0.486491"
"7441","nm7",141,"THETA7","prse",NA
"7442","nm7",141,"THETA7","se",NA
"7443","nm7",141,"OMEGA1.1","estimate","0.181818"
"7444","nm7",141,"OMEGA1.1","prse",NA
"7445","nm7",141,"OMEGA1.1","se",NA
"7446","nm7",141,"OMEGA2.1","estimate","0.053535"
"7447","nm7",141,"OMEGA2.1","prse",NA
"7448","nm7",141,"OMEGA2.1","se",NA
"7449","nm7",141,"OMEGA2.2","estimate","0.0332114"
"7450","nm7",141,"OMEGA2.2","prse",NA
"7451","nm7",141,"OMEGA2.2","se",NA
"7452","nm7",141,"OMEGA3.1","estimate","-0.00816293"
"7453","nm7",141,"OMEGA3.1","prse",NA
"7454","nm7",141,"OMEGA3.1","se",NA
"7455","nm7",141,"OMEGA3.2","estimate","-0.0364476"
"7456","nm7",141,"OMEGA3.2","prse",NA
"7457","nm7",141,"OMEGA3.2","se",NA
"7458","nm7",141,"OMEGA3.3","estimate","0.0668005"
"7459","nm7",141,"OMEGA3.3","prse",NA
"7460","nm7",141,"OMEGA3.3","se",NA
"7461","nm7",141,"SIGMA1.1","estimate","0.0448844"
"7462","nm7",141,"SIGMA1.1","prse",NA
"7463","nm7",141,"SIGMA1.1","se",NA
"7464","nm7",141,"SIGMA2.1","estimate","0"
"7465","nm7",141,"SIGMA2.1","prse",NA
"7466","nm7",141,"SIGMA2.1","se",NA
"7467","nm7",141,"SIGMA2.2","estimate","0.13728"
"7468","nm7",141,"SIGMA2.2","prse",NA
"7469","nm7",141,"SIGMA2.2","se",NA
"7470","nm7",141,"cov","status","0"
"7471","nm7",141,"prob","text","141 phase1 2 CMT like 1004 but diff. initial on V3"
"7472","nm7",141,"min","status","0"
"7473","nm7",141,"data","filename","../data/141.csv"
"7474","nm7",142,"ofv","minimum","2217.45199254691"
"7475","nm7",142,"THETA1","estimate","5.57588"
"7476","nm7",142,"THETA1","prse",NA
"7477","nm7",142,"THETA1","se",NA
"7478","nm7",142,"THETA2","estimate","19.1646"
"7479","nm7",142,"THETA2","prse",NA
"7480","nm7",142,"THETA2","se",NA
"7481","nm7",142,"THETA3","estimate","0.0599327"
"7482","nm7",142,"THETA3","prse",NA
"7483","nm7",142,"THETA3","se",NA
"7484","nm7",142,"THETA4","estimate","5.08147"
"7485","nm7",142,"THETA4","prse",NA
"7486","nm7",142,"THETA4","se",NA
"7487","nm7",142,"THETA5","estimate","929.441"
"7488","nm7",142,"THETA5","prse",NA
"7489","nm7",142,"THETA5","se",NA
"7490","nm7",142,"THETA6","estimate","1.18764"
"7491","nm7",142,"THETA6","prse",NA
"7492","nm7",142,"THETA6","se",NA
"7493","nm7",142,"THETA7","estimate","1.41188"
"7494","nm7",142,"THETA7","prse",NA
"7495","nm7",142,"THETA7","se",NA
"7496","nm7",142,"OMEGA1.1","estimate","0.585037"
"7497","nm7",142,"OMEGA1.1","prse",NA
"7498","nm7",142,"OMEGA1.1","se",NA
"7499","nm7",142,"OMEGA2.1","estimate","0.256276"
"7500","nm7",142,"OMEGA2.1","prse",NA
"7501","nm7",142,"OMEGA2.1","se",NA
"7502","nm7",142,"OMEGA2.2","estimate","0.131588"
"7503","nm7",142,"OMEGA2.2","prse",NA
"7504","nm7",142,"OMEGA2.2","se",NA
"7505","nm7",142,"OMEGA3.1","estimate","0.0318442"
"7506","nm7",142,"OMEGA3.1","prse",NA
"7507","nm7",142,"OMEGA3.1","se",NA
"7508","nm7",142,"OMEGA3.2","estimate","-0.0153879"
"7509","nm7",142,"OMEGA3.2","prse",NA
"7510","nm7",142,"OMEGA3.2","se",NA
"7511","nm7",142,"OMEGA3.3","estimate","0.0462781"
"7512","nm7",142,"OMEGA3.3","prse",NA
"7513","nm7",142,"OMEGA3.3","se",NA
"7514","nm7",142,"SIGMA1.1","estimate","0.0621106"
"7515","nm7",142,"SIGMA1.1","prse",NA
"7516","nm7",142,"SIGMA1.1","se",NA
"7517","nm7",142,"SIGMA2.1","estimate","0"
"7518","nm7",142,"SIGMA2.1","prse",NA
"7519","nm7",142,"SIGMA2.1","se",NA
"7520","nm7",142,"SIGMA2.2","estimate","0.0658297"
"7521","nm7",142,"SIGMA2.2","prse",NA
"7522","nm7",142,"SIGMA2.2","se",NA
"7523","nm7",142,"cov","status","0"
"7524","nm7",142,"prob","text","142 phase1 2 CMT like 1004 but diff. initial on V3"
"7525","nm7",142,"min","status","1"
"7526","nm7",142,"data","filename","../data/142.csv"
"7527","nm7",143,"ofv","minimum","2792.77989181441"
"7528","nm7",143,"THETA1","estimate","5.86203"
"7529","nm7",143,"THETA1","prse",NA
"7530","nm7",143,"THETA1","se",NA
"7531","nm7",143,"THETA2","estimate","19.481"
"7532","nm7",143,"THETA2","prse",NA
"7533","nm7",143,"THETA2","se",NA
"7534","nm7",143,"THETA3","estimate","0.0618109"
"7535","nm7",143,"THETA3","prse",NA
"7536","nm7",143,"THETA3","se",NA
"7537","nm7",143,"THETA4","estimate","5.1161"
"7538","nm7",143,"THETA4","prse",NA
"7539","nm7",143,"THETA4","se",NA
"7540","nm7",143,"THETA5","estimate","991"
"7541","nm7",143,"THETA5","prse",NA
"7542","nm7",143,"THETA5","se",NA
"7543","nm7",143,"THETA6","estimate","1.2734"
"7544","nm7",143,"THETA6","prse",NA
"7545","nm7",143,"THETA6","se",NA
"7546","nm7",143,"THETA7","estimate","1.15583"
"7547","nm7",143,"THETA7","prse",NA
"7548","nm7",143,"THETA7","se",NA
"7549","nm7",143,"OMEGA1.1","estimate","0.488611"
"7550","nm7",143,"OMEGA1.1","prse",NA
"7551","nm7",143,"OMEGA1.1","se",NA
"7552","nm7",143,"OMEGA2.1","estimate","0.237328"
"7553","nm7",143,"OMEGA2.1","prse",NA
"7554","nm7",143,"OMEGA2.1","se",NA
"7555","nm7",143,"OMEGA2.2","estimate","0.14435"
"7556","nm7",143,"OMEGA2.2","prse",NA
"7557","nm7",143,"OMEGA2.2","se",NA
"7558","nm7",143,"OMEGA3.1","estimate","-0.0152552"
"7559","nm7",143,"OMEGA3.1","prse",NA
"7560","nm7",143,"OMEGA3.1","se",NA
"7561","nm7",143,"OMEGA3.2","estimate","-0.0330509"
"7562","nm7",143,"OMEGA3.2","prse",NA
"7563","nm7",143,"OMEGA3.2","se",NA
"7564","nm7",143,"OMEGA3.3","estimate","0.0230991"
"7565","nm7",143,"OMEGA3.3","prse",NA
"7566","nm7",143,"OMEGA3.3","se",NA
"7567","nm7",143,"SIGMA1.1","estimate","0.055464"
"7568","nm7",143,"SIGMA1.1","prse",NA
"7569","nm7",143,"SIGMA1.1","se",NA
"7570","nm7",143,"SIGMA2.1","estimate","0"
"7571","nm7",143,"SIGMA2.1","prse",NA
"7572","nm7",143,"SIGMA2.1","se",NA
"7573","nm7",143,"SIGMA2.2","estimate","0.268048"
"7574","nm7",143,"SIGMA2.2","prse",NA
"7575","nm7",143,"SIGMA2.2","se",NA
"7576","nm7",143,"cov","status","0"
"7577","nm7",143,"prob","text","143 phase1 2 CMT like 1004 but diff. initial on V3"
"7578","nm7",143,"min","status","0"
"7579","nm7",143,"data","filename","../data/143.csv"
"7580","nm7",144,"ofv","minimum","2178.31809544015"
"7581","nm7",144,"THETA1","estimate","9.7745"
"7582","nm7",144,"THETA1","prse",NA
"7583","nm7",144,"THETA1","se",NA
"7584","nm7",144,"THETA2","estimate","25.8654"
"7585","nm7",144,"THETA2","prse",NA
"7586","nm7",144,"THETA2","se",NA
"7587","nm7",144,"THETA3","estimate","0.0782403"
"7588","nm7",144,"THETA3","prse",NA
"7589","nm7",144,"THETA3","se",NA
"7590","nm7",144,"THETA4","estimate","4.57478"
"7591","nm7",144,"THETA4","prse",NA
"7592","nm7",144,"THETA4","se",NA
"7593","nm7",144,"THETA5","estimate","108.161"
"7594","nm7",144,"THETA5","prse",NA
"7595","nm7",144,"THETA5","se",NA
"7596","nm7",144,"THETA6","estimate","0.906305"
"7597","nm7",144,"THETA6","prse",NA
"7598","nm7",144,"THETA6","se",NA
"7599","nm7",144,"THETA7","estimate","1.66069"
"7600","nm7",144,"THETA7","prse",NA
"7601","nm7",144,"THETA7","se",NA
"7602","nm7",144,"OMEGA1.1","estimate","0.200963"
"7603","nm7",144,"OMEGA1.1","prse",NA
"7604","nm7",144,"OMEGA1.1","se",NA
"7605","nm7",144,"OMEGA2.1","estimate","0.081732"
"7606","nm7",144,"OMEGA2.1","prse",NA
"7607","nm7",144,"OMEGA2.1","se",NA
"7608","nm7",144,"OMEGA2.2","estimate","0.0511417"
"7609","nm7",144,"OMEGA2.2","prse",NA
"7610","nm7",144,"OMEGA2.2","se",NA
"7611","nm7",144,"OMEGA3.1","estimate","-0.0260483"
"7612","nm7",144,"OMEGA3.1","prse",NA
"7613","nm7",144,"OMEGA3.1","se",NA
"7614","nm7",144,"OMEGA3.2","estimate","-0.0416431"
"7615","nm7",144,"OMEGA3.2","prse",NA
"7616","nm7",144,"OMEGA3.2","se",NA
"7617","nm7",144,"OMEGA3.3","estimate","0.0572402"
"7618","nm7",144,"OMEGA3.3","prse",NA
"7619","nm7",144,"OMEGA3.3","se",NA
"7620","nm7",144,"SIGMA1.1","estimate","0.0544367"
"7621","nm7",144,"SIGMA1.1","prse",NA
"7622","nm7",144,"SIGMA1.1","se",NA
"7623","nm7",144,"SIGMA2.1","estimate","0"
"7624","nm7",144,"SIGMA2.1","prse",NA
"7625","nm7",144,"SIGMA2.1","se",NA
"7626","nm7",144,"SIGMA2.2","estimate","0.223271"
"7627","nm7",144,"SIGMA2.2","prse",NA
"7628","nm7",144,"SIGMA2.2","se",NA
"7629","nm7",144,"cov","status","0"
"7630","nm7",144,"prob","text","144 phase1 2 CMT like 1004 but diff. initial on V3"
"7631","nm7",144,"min","status","0"
"7632","nm7",144,"data","filename","../data/144.csv"
"7633","nm7",145,"ofv","minimum","2560.85388828499"
"7634","nm7",145,"THETA1","estimate","9.8233"
"7635","nm7",145,"THETA1","prse",NA
"7636","nm7",145,"THETA1","se",NA
"7637","nm7",145,"THETA2","estimate","22.2472"
"7638","nm7",145,"THETA2","prse",NA
"7639","nm7",145,"THETA2","se",NA
"7640","nm7",145,"THETA3","estimate","0.0732926"
"7641","nm7",145,"THETA3","prse",NA
"7642","nm7",145,"THETA3","se",NA
"7643","nm7",145,"THETA4","estimate","3.44571"
"7644","nm7",145,"THETA4","prse",NA
"7645","nm7",145,"THETA4","se",NA
"7646","nm7",145,"THETA5","estimate","89.9492"
"7647","nm7",145,"THETA5","prse",NA
"7648","nm7",145,"THETA5","se",NA
"7649","nm7",145,"THETA6","estimate","0.873994"
"7650","nm7",145,"THETA6","prse",NA
"7651","nm7",145,"THETA6","se",NA
"7652","nm7",145,"THETA7","estimate","0.737651"
"7653","nm7",145,"THETA7","prse",NA
"7654","nm7",145,"THETA7","se",NA
"7655","nm7",145,"OMEGA1.1","estimate","0.166909"
"7656","nm7",145,"OMEGA1.1","prse",NA
"7657","nm7",145,"OMEGA1.1","se",NA
"7658","nm7",145,"OMEGA2.1","estimate","0.108835"
"7659","nm7",145,"OMEGA2.1","prse",NA
"7660","nm7",145,"OMEGA2.1","se",NA
"7661","nm7",145,"OMEGA2.2","estimate","0.0804919"
"7662","nm7",145,"OMEGA2.2","prse",NA
"7663","nm7",145,"OMEGA2.2","se",NA
"7664","nm7",145,"OMEGA3.1","estimate","-0.00922453"
"7665","nm7",145,"OMEGA3.1","prse",NA
"7666","nm7",145,"OMEGA3.1","se",NA
"7667","nm7",145,"OMEGA3.2","estimate","-0.0255428"
"7668","nm7",145,"OMEGA3.2","prse",NA
"7669","nm7",145,"OMEGA3.2","se",NA
"7670","nm7",145,"OMEGA3.3","estimate","0.0405534"
"7671","nm7",145,"OMEGA3.3","prse",NA
"7672","nm7",145,"OMEGA3.3","se",NA
"7673","nm7",145,"SIGMA1.1","estimate","0.0475246"
"7674","nm7",145,"SIGMA1.1","prse",NA
"7675","nm7",145,"SIGMA1.1","se",NA
"7676","nm7",145,"SIGMA2.1","estimate","0"
"7677","nm7",145,"SIGMA2.1","prse",NA
"7678","nm7",145,"SIGMA2.1","se",NA
"7679","nm7",145,"SIGMA2.2","estimate","0.178497"
"7680","nm7",145,"SIGMA2.2","prse",NA
"7681","nm7",145,"SIGMA2.2","se",NA
"7682","nm7",145,"cov","status","0"
"7683","nm7",145,"prob","text","145 phase1 2 CMT like 1004 but diff. initial on V3"
"7684","nm7",145,"min","status","0"
"7685","nm7",145,"data","filename","../data/145.csv"
"7686","nm7",146,"ofv","minimum","2751.05345913922"
"7687","nm7",146,"THETA1","estimate","7.77306"
"7688","nm7",146,"THETA1","prse",NA
"7689","nm7",146,"THETA1","se",NA
"7690","nm7",146,"THETA2","estimate","20.2204"
"7691","nm7",146,"THETA2","prse",NA
"7692","nm7",146,"THETA2","se",NA
"7693","nm7",146,"THETA3","estimate","0.0648685"
"7694","nm7",146,"THETA3","prse",NA
"7695","nm7",146,"THETA3","se",NA
"7696","nm7",146,"THETA4","estimate","4.80185"
"7697","nm7",146,"THETA4","prse",NA
"7698","nm7",146,"THETA4","se",NA
"7699","nm7",146,"THETA5","estimate","871.039"
"7700","nm7",146,"THETA5","prse",NA
"7701","nm7",146,"THETA5","se",NA
"7702","nm7",146,"THETA6","estimate","1.05095"
"7703","nm7",146,"THETA6","prse",NA
"7704","nm7",146,"THETA6","se",NA
"7705","nm7",146,"THETA7","estimate","0.607042"
"7706","nm7",146,"THETA7","prse",NA
"7707","nm7",146,"THETA7","se",NA
"7708","nm7",146,"OMEGA1.1","estimate","0.406917"
"7709","nm7",146,"OMEGA1.1","prse",NA
"7710","nm7",146,"OMEGA1.1","se",NA
"7711","nm7",146,"OMEGA2.1","estimate","0.25614"
"7712","nm7",146,"OMEGA2.1","prse",NA
"7713","nm7",146,"OMEGA2.1","se",NA
"7714","nm7",146,"OMEGA2.2","estimate","0.176356"
"7715","nm7",146,"OMEGA2.2","prse",NA
"7716","nm7",146,"OMEGA2.2","se",NA
"7717","nm7",146,"OMEGA3.1","estimate","-0.0263969"
"7718","nm7",146,"OMEGA3.1","prse",NA
"7719","nm7",146,"OMEGA3.1","se",NA
"7720","nm7",146,"OMEGA3.2","estimate","-0.0346336"
"7721","nm7",146,"OMEGA3.2","prse",NA
"7722","nm7",146,"OMEGA3.2","se",NA
"7723","nm7",146,"OMEGA3.3","estimate","0.0231896"
"7724","nm7",146,"OMEGA3.3","prse",NA
"7725","nm7",146,"OMEGA3.3","se",NA
"7726","nm7",146,"SIGMA1.1","estimate","0.0486146"
"7727","nm7",146,"SIGMA1.1","prse",NA
"7728","nm7",146,"SIGMA1.1","se",NA
"7729","nm7",146,"SIGMA2.1","estimate","0"
"7730","nm7",146,"SIGMA2.1","prse",NA
"7731","nm7",146,"SIGMA2.1","se",NA
"7732","nm7",146,"SIGMA2.2","estimate","0.0932138"
"7733","nm7",146,"SIGMA2.2","prse",NA
"7734","nm7",146,"SIGMA2.2","se",NA
"7735","nm7",146,"cov","status","0"
"7736","nm7",146,"prob","text","146 phase1 2 CMT like 1004 but diff. initial on V3"
"7737","nm7",146,"min","status","0"
"7738","nm7",146,"data","filename","../data/146.csv"
"7739","nm7",147,"ofv","minimum","2521.774319574"
"7740","nm7",147,"THETA1","estimate","10.1289"
"7741","nm7",147,"THETA1","prse",NA
"7742","nm7",147,"THETA1","se",NA
"7743","nm7",147,"THETA2","estimate","23.7419"
"7744","nm7",147,"THETA2","prse",NA
"7745","nm7",147,"THETA2","se",NA
"7746","nm7",147,"THETA3","estimate","0.0782826"
"7747","nm7",147,"THETA3","prse",NA
"7748","nm7",147,"THETA3","se",NA
"7749","nm7",147,"THETA4","estimate","3.951"
"7750","nm7",147,"THETA4","prse",NA
"7751","nm7",147,"THETA4","se",NA
"7752","nm7",147,"THETA5","estimate","123.272"
"7753","nm7",147,"THETA5","prse",NA
"7754","nm7",147,"THETA5","se",NA
"7755","nm7",147,"THETA6","estimate","1.0248"
"7756","nm7",147,"THETA6","prse",NA
"7757","nm7",147,"THETA6","se",NA
"7758","nm7",147,"THETA7","estimate","0.801097"
"7759","nm7",147,"THETA7","prse",NA
"7760","nm7",147,"THETA7","se",NA
"7761","nm7",147,"OMEGA1.1","estimate","0.277629"
"7762","nm7",147,"OMEGA1.1","prse",NA
"7763","nm7",147,"OMEGA1.1","se",NA
"7764","nm7",147,"OMEGA2.1","estimate","0.120812"
"7765","nm7",147,"OMEGA2.1","prse",NA
"7766","nm7",147,"OMEGA2.1","se",NA
"7767","nm7",147,"OMEGA2.2","estimate","0.0657807"
"7768","nm7",147,"OMEGA2.2","prse",NA
"7769","nm7",147,"OMEGA2.2","se",NA
"7770","nm7",147,"OMEGA3.1","estimate","-0.0402302"
"7771","nm7",147,"OMEGA3.1","prse",NA
"7772","nm7",147,"OMEGA3.1","se",NA
"7773","nm7",147,"OMEGA3.2","estimate","-0.0414771"
"7774","nm7",147,"OMEGA3.2","prse",NA
"7775","nm7",147,"OMEGA3.2","se",NA
"7776","nm7",147,"OMEGA3.3","estimate","0.0608958"
"7777","nm7",147,"OMEGA3.3","prse",NA
"7778","nm7",147,"OMEGA3.3","se",NA
"7779","nm7",147,"SIGMA1.1","estimate","0.0459006"
"7780","nm7",147,"SIGMA1.1","prse",NA
"7781","nm7",147,"SIGMA1.1","se",NA
"7782","nm7",147,"SIGMA2.1","estimate","0"
"7783","nm7",147,"SIGMA2.1","prse",NA
"7784","nm7",147,"SIGMA2.1","se",NA
"7785","nm7",147,"SIGMA2.2","estimate","0.198271"
"7786","nm7",147,"SIGMA2.2","prse",NA
"7787","nm7",147,"SIGMA2.2","se",NA
"7788","nm7",147,"cov","status","0"
"7789","nm7",147,"prob","text","147 phase1 2 CMT like 1004 but diff. initial on V3"
"7790","nm7",147,"min","status","0"
"7791","nm7",147,"data","filename","../data/147.csv"
"7792","nm7",148,"ofv","minimum","2600.5627628444"
"7793","nm7",148,"THETA1","estimate","8.87923"
"7794","nm7",148,"THETA1","prse",NA
"7795","nm7",148,"THETA1","se",NA
"7796","nm7",148,"THETA2","estimate","22.9704"
"7797","nm7",148,"THETA2","prse",NA
"7798","nm7",148,"THETA2","se",NA
"7799","nm7",148,"THETA3","estimate","0.0685274"
"7800","nm7",148,"THETA3","prse",NA
"7801","nm7",148,"THETA3","se",NA
"7802","nm7",148,"THETA4","estimate","3.55958"
"7803","nm7",148,"THETA4","prse",NA
"7804","nm7",148,"THETA4","se",NA
"7805","nm7",148,"THETA5","estimate","145.709"
"7806","nm7",148,"THETA5","prse",NA
"7807","nm7",148,"THETA5","se",NA
"7808","nm7",148,"THETA6","estimate","0.919932"
"7809","nm7",148,"THETA6","prse",NA
"7810","nm7",148,"THETA6","se",NA
"7811","nm7",148,"THETA7","estimate","1.36855"
"7812","nm7",148,"THETA7","prse",NA
"7813","nm7",148,"THETA7","se",NA
"7814","nm7",148,"OMEGA1.1","estimate","0.201674"
"7815","nm7",148,"OMEGA1.1","prse",NA
"7816","nm7",148,"OMEGA1.1","se",NA
"7817","nm7",148,"OMEGA2.1","estimate","0.145762"
"7818","nm7",148,"OMEGA2.1","prse",NA
"7819","nm7",148,"OMEGA2.1","se",NA
"7820","nm7",148,"OMEGA2.2","estimate","0.106381"
"7821","nm7",148,"OMEGA2.2","prse",NA
"7822","nm7",148,"OMEGA2.2","se",NA
"7823","nm7",148,"OMEGA3.1","estimate","-0.00574315"
"7824","nm7",148,"OMEGA3.1","prse",NA
"7825","nm7",148,"OMEGA3.1","se",NA
"7826","nm7",148,"OMEGA3.2","estimate","-0.0127784"
"7827","nm7",148,"OMEGA3.2","prse",NA
"7828","nm7",148,"OMEGA3.2","se",NA
"7829","nm7",148,"OMEGA3.3","estimate","0.0723793"
"7830","nm7",148,"OMEGA3.3","prse",NA
"7831","nm7",148,"OMEGA3.3","se",NA
"7832","nm7",148,"SIGMA1.1","estimate","0.0493655"
"7833","nm7",148,"SIGMA1.1","prse",NA
"7834","nm7",148,"SIGMA1.1","se",NA
"7835","nm7",148,"SIGMA2.1","estimate","0"
"7836","nm7",148,"SIGMA2.1","prse",NA
"7837","nm7",148,"SIGMA2.1","se",NA
"7838","nm7",148,"SIGMA2.2","estimate","0.139762"
"7839","nm7",148,"SIGMA2.2","prse",NA
"7840","nm7",148,"SIGMA2.2","se",NA
"7841","nm7",148,"cov","status","0"
"7842","nm7",148,"prob","text","148 phase1 2 CMT like 1004 but diff. initial on V3"
"7843","nm7",148,"min","status","1"
"7844","nm7",148,"data","filename","../data/148.csv"
"7845","nm7",149,"ofv","minimum","2498.35963905482"
"7846","nm7",149,"THETA1","estimate","8.68365"
"7847","nm7",149,"THETA1","prse",NA
"7848","nm7",149,"THETA1","se",NA
"7849","nm7",149,"THETA2","estimate","22.1446"
"7850","nm7",149,"THETA2","prse",NA
"7851","nm7",149,"THETA2","se",NA
"7852","nm7",149,"THETA3","estimate","0.0689865"
"7853","nm7",149,"THETA3","prse",NA
"7854","nm7",149,"THETA3","se",NA
"7855","nm7",149,"THETA4","estimate","3.63355"
"7856","nm7",149,"THETA4","prse",NA
"7857","nm7",149,"THETA4","se",NA
"7858","nm7",149,"THETA5","estimate","118.941"
"7859","nm7",149,"THETA5","prse",NA
"7860","nm7",149,"THETA5","se",NA
"7861","nm7",149,"THETA6","estimate","0.853509"
"7862","nm7",149,"THETA6","prse",NA
"7863","nm7",149,"THETA6","se",NA
"7864","nm7",149,"THETA7","estimate","1.42223"
"7865","nm7",149,"THETA7","prse",NA
"7866","nm7",149,"THETA7","se",NA
"7867","nm7",149,"OMEGA1.1","estimate","0.194075"
"7868","nm7",149,"OMEGA1.1","prse",NA
"7869","nm7",149,"OMEGA1.1","se",NA
"7870","nm7",149,"OMEGA2.1","estimate","0.126006"
"7871","nm7",149,"OMEGA2.1","prse",NA
"7872","nm7",149,"OMEGA2.1","se",NA
"7873","nm7",149,"OMEGA2.2","estimate","0.0894883"
"7874","nm7",149,"OMEGA2.2","prse",NA
"7875","nm7",149,"OMEGA2.2","se",NA
"7876","nm7",149,"OMEGA3.1","estimate","0.021455"
"7877","nm7",149,"OMEGA3.1","prse",NA
"7878","nm7",149,"OMEGA3.1","se",NA
"7879","nm7",149,"OMEGA3.2","estimate","-0.00605063"
"7880","nm7",149,"OMEGA3.2","prse",NA
"7881","nm7",149,"OMEGA3.2","se",NA
"7882","nm7",149,"OMEGA3.3","estimate","0.0543864"
"7883","nm7",149,"OMEGA3.3","prse",NA
"7884","nm7",149,"OMEGA3.3","se",NA
"7885","nm7",149,"SIGMA1.1","estimate","0.0432649"
"7886","nm7",149,"SIGMA1.1","prse",NA
"7887","nm7",149,"SIGMA1.1","se",NA
"7888","nm7",149,"SIGMA2.1","estimate","0"
"7889","nm7",149,"SIGMA2.1","prse",NA
"7890","nm7",149,"SIGMA2.1","se",NA
"7891","nm7",149,"SIGMA2.2","estimate","0.350501"
"7892","nm7",149,"SIGMA2.2","prse",NA
"7893","nm7",149,"SIGMA2.2","se",NA
"7894","nm7",149,"cov","status","0"
"7895","nm7",149,"prob","text","149 phase1 2 CMT like 1004 but diff. initial on V3"
"7896","nm7",149,"min","status","0"
"7897","nm7",149,"data","filename","../data/149.csv"
"7898","nm7",150,"ofv","minimum","2927.12177823765"
"7899","nm7",150,"THETA1","estimate","8.96633"
"7900","nm7",150,"THETA1","prse",NA
"7901","nm7",150,"THETA1","se",NA
"7902","nm7",150,"THETA2","estimate","20.3582"
"7903","nm7",150,"THETA2","prse",NA
"7904","nm7",150,"THETA2","se",NA
"7905","nm7",150,"THETA3","estimate","0.0663991"
"7906","nm7",150,"THETA3","prse",NA
"7907","nm7",150,"THETA3","se",NA
"7908","nm7",150,"THETA4","estimate","2.48962"
"7909","nm7",150,"THETA4","prse",NA
"7910","nm7",150,"THETA4","se",NA
"7911","nm7",150,"THETA5","estimate","110.956"
