"","tool","run","parameter","moment","value"
"5382","nm7",102,"OMEGA2.2","estimate","0.0688716"
"5383","nm7",102,"OMEGA2.2","prse",NA
"5384","nm7",102,"OMEGA2.2","se",NA
"5385","nm7",102,"OMEGA3.1","estimate","-0.00614986"
"5386","nm7",102,"OMEGA3.1","prse",NA
"5387","nm7",102,"OMEGA3.1","se",NA
"5388","nm7",102,"OMEGA3.2","estimate","-0.00428826"
"5389","nm7",102,"OMEGA3.2","prse",NA
"5390","nm7",102,"OMEGA3.2","se",NA
"5391","nm7",102,"OMEGA3.3","estimate","0.0604097"
"5392","nm7",102,"OMEGA3.3","prse",NA
"5393","nm7",102,"OMEGA3.3","se",NA
"5394","nm7",102,"SIGMA1.1","estimate","0.0417678"
"5395","nm7",102,"SIGMA1.1","prse",NA
"5396","nm7",102,"SIGMA1.1","se",NA
"5397","nm7",102,"SIGMA2.1","estimate","0"
"5398","nm7",102,"SIGMA2.1","prse",NA
"5399","nm7",102,"SIGMA2.1","se",NA
"5400","nm7",102,"SIGMA2.2","estimate","0.209959"
"5401","nm7",102,"SIGMA2.2","prse",NA
"5402","nm7",102,"SIGMA2.2","se",NA
"5403","nm7",102,"cov","status","0"
"5404","nm7",102,"prob","text","102 phase1 2 CMT like 1004 but diff. initial on V3"
"5405","nm7",102,"min","status","0"
"5406","nm7",102,"data","filename","../data/102.csv"
"5407","nm7",103,"ofv","minimum","2303.02657284586"
"5408","nm7",103,"THETA1","estimate","9.70619"
"5409","nm7",103,"THETA1","prse",NA
"5410","nm7",103,"THETA1","se",NA
"5411","nm7",103,"THETA2","estimate","25.0628"
"5412","nm7",103,"THETA2","prse",NA
"5413","nm7",103,"THETA2","se",NA
"5414","nm7",103,"THETA3","estimate","0.0756469"
"5415","nm7",103,"THETA3","prse",NA
"5416","nm7",103,"THETA3","se",NA
"5417","nm7",103,"THETA4","estimate","4.41814"
"5418","nm7",103,"THETA4","prse",NA
"5419","nm7",103,"THETA4","se",NA
"5420","nm7",103,"THETA5","estimate","102.931"
"5421","nm7",103,"THETA5","prse",NA
"5422","nm7",103,"THETA5","se",NA
"5423","nm7",103,"THETA6","estimate","0.889245"
"5424","nm7",103,"THETA6","prse",NA
"5425","nm7",103,"THETA6","se",NA
"5426","nm7",103,"THETA7","estimate","1.5439"
"5427","nm7",103,"THETA7","prse",NA
"5428","nm7",103,"THETA7","se",NA
"5429","nm7",103,"OMEGA1.1","estimate","0.149267"
"5430","nm7",103,"OMEGA1.1","prse",NA
"5431","nm7",103,"OMEGA1.1","se",NA
"5432","nm7",103,"OMEGA2.1","estimate","0.0727331"
"5433","nm7",103,"OMEGA2.1","prse",NA
"5434","nm7",103,"OMEGA2.1","se",NA
"5435","nm7",103,"OMEGA2.2","estimate","0.0611243"
"5436","nm7",103,"OMEGA2.2","prse",NA
"5437","nm7",103,"OMEGA2.2","se",NA
"5438","nm7",103,"OMEGA3.1","estimate","-0.0213507"
"5439","nm7",103,"OMEGA3.1","prse",NA
"5440","nm7",103,"OMEGA3.1","se",NA
"5441","nm7",103,"OMEGA3.2","estimate","-0.0444937"
"5442","nm7",103,"OMEGA3.2","prse",NA
"5443","nm7",103,"OMEGA3.2","se",NA
"5444","nm7",103,"OMEGA3.3","estimate","0.0483117"
"5445","nm7",103,"OMEGA3.3","prse",NA
"5446","nm7",103,"OMEGA3.3","se",NA
"5447","nm7",103,"SIGMA1.1","estimate","0.0450028"
"5448","nm7",103,"SIGMA1.1","prse",NA
"5449","nm7",103,"SIGMA1.1","se",NA
"5450","nm7",103,"SIGMA2.1","estimate","0"
"5451","nm7",103,"SIGMA2.1","prse",NA
"5452","nm7",103,"SIGMA2.1","se",NA
"5453","nm7",103,"SIGMA2.2","estimate","0.303945"
"5454","nm7",103,"SIGMA2.2","prse",NA
"5455","nm7",103,"SIGMA2.2","se",NA
"5456","nm7",103,"cov","status","0"
"5457","nm7",103,"prob","text","103 phase1 2 CMT like 1004 but diff. initial on V3"
"5458","nm7",103,"min","status","0"
"5459","nm7",103,"data","filename","../data/103.csv"
"5460","nm7",104,"ofv","minimum","2160.57987875125"
"5461","nm7",104,"THETA1","estimate","9.83805"
"5462","nm7",104,"THETA1","prse",NA
"5463","nm7",104,"THETA1","se",NA
"5464","nm7",104,"THETA2","estimate","25.785"
"5465","nm7",104,"THETA2","prse",NA
"5466","nm7",104,"THETA2","se",NA
"5467","nm7",104,"THETA3","estimate","0.0738977"
"5468","nm7",104,"THETA3","prse",NA
"5469","nm7",104,"THETA3","se",NA
"5470","nm7",104,"THETA4","estimate","3.83983"
"5471","nm7",104,"THETA4","prse",NA
"5472","nm7",104,"THETA4","se",NA
"5473","nm7",104,"THETA5","estimate","102.054"
"5474","nm7",104,"THETA5","prse",NA
"5475","nm7",104,"THETA5","se",NA
"5476","nm7",104,"THETA6","estimate","1.17599"
"5477","nm7",104,"THETA6","prse",NA
"5478","nm7",104,"THETA6","se",NA
"5479","nm7",104,"THETA7","estimate","0.944063"
"5480","nm7",104,"THETA7","prse",NA
"5481","nm7",104,"THETA7","se",NA
"5482","nm7",104,"OMEGA1.1","estimate","0.201746"
"5483","nm7",104,"OMEGA1.1","prse",NA
"5484","nm7",104,"OMEGA1.1","se",NA
"5485","nm7",104,"OMEGA2.1","estimate","0.107167"
"5486","nm7",104,"OMEGA2.1","prse",NA
"5487","nm7",104,"OMEGA2.1","se",NA
"5488","nm7",104,"OMEGA2.2","estimate","0.0930373"
"5489","nm7",104,"OMEGA2.2","prse",NA
"5490","nm7",104,"OMEGA2.2","se",NA
"5491","nm7",104,"OMEGA3.1","estimate","-0.041371"
"5492","nm7",104,"OMEGA3.1","prse",NA
"5493","nm7",104,"OMEGA3.1","se",NA
"5494","nm7",104,"OMEGA3.2","estimate","-0.0554941"
"5495","nm7",104,"OMEGA3.2","prse",NA
"5496","nm7",104,"OMEGA3.2","se",NA
"5497","nm7",104,"OMEGA3.3","estimate","0.0396051"
"5498","nm7",104,"OMEGA3.3","prse",NA
"5499","nm7",104,"OMEGA3.3","se",NA
"5500","nm7",104,"SIGMA1.1","estimate","0.0551079"
"5501","nm7",104,"SIGMA1.1","prse",NA
"5502","nm7",104,"SIGMA1.1","se",NA
"5503","nm7",104,"SIGMA2.1","estimate","0"
"5504","nm7",104,"SIGMA2.1","prse",NA
"5505","nm7",104,"SIGMA2.1","se",NA
"5506","nm7",104,"SIGMA2.2","estimate","0.0884003"
"5507","nm7",104,"SIGMA2.2","prse",NA
"5508","nm7",104,"SIGMA2.2","se",NA
"5509","nm7",104,"cov","status","0"
"5510","nm7",104,"prob","text","104 phase1 2 CMT like 1004 but diff. initial on V3"
"5511","nm7",104,"min","status","0"
"5512","nm7",104,"data","filename","../data/104.csv"
"5513","nm7",105,"ofv","minimum","2417.77623184175"
"5514","nm7",105,"THETA1","estimate","9.25662"
"5515","nm7",105,"THETA1","prse",NA
"5516","nm7",105,"THETA1","se",NA
"5517","nm7",105,"THETA2","estimate","21.2875"
"5518","nm7",105,"THETA2","prse",NA
"5519","nm7",105,"THETA2","se",NA
"5520","nm7",105,"THETA3","estimate","0.0702923"
"5521","nm7",105,"THETA3","prse",NA
"5522","nm7",105,"THETA3","se",NA
"5523","nm7",105,"THETA4","estimate","3.48578"
"5524","nm7",105,"THETA4","prse",NA
"5525","nm7",105,"THETA4","se",NA
"5526","nm7",105,"THETA5","estimate","116.946"
"5527","nm7",105,"THETA5","prse",NA
"5528","nm7",105,"THETA5","se",NA
"5529","nm7",105,"THETA6","estimate","1.2353"
"5530","nm7",105,"THETA6","prse",NA
"5531","nm7",105,"THETA6","se",NA
"5532","nm7",105,"THETA7","estimate","1.02251"
"5533","nm7",105,"THETA7","prse",NA
"5534","nm7",105,"THETA7","se",NA
"5535","nm7",105,"OMEGA1.1","estimate","0.303748"
"5536","nm7",105,"OMEGA1.1","prse",NA
"5537","nm7",105,"OMEGA1.1","se",NA
"5538","nm7",105,"OMEGA2.1","estimate","0.0995659"
"5539","nm7",105,"OMEGA2.1","prse",NA
"5540","nm7",105,"OMEGA2.1","se",NA
"5541","nm7",105,"OMEGA2.2","estimate","0.0524"
"5542","nm7",105,"OMEGA2.2","prse",NA
"5543","nm7",105,"OMEGA2.2","se",NA
"5544","nm7",105,"OMEGA3.1","estimate","0.0157866"
"5545","nm7",105,"OMEGA3.1","prse",NA
"5546","nm7",105,"OMEGA3.1","se",NA
"5547","nm7",105,"OMEGA3.2","estimate","-0.0265188"
"5548","nm7",105,"OMEGA3.2","prse",NA
"5549","nm7",105,"OMEGA3.2","se",NA
"5550","nm7",105,"OMEGA3.3","estimate","0.0516562"
"5551","nm7",105,"OMEGA3.3","prse",NA
"5552","nm7",105,"OMEGA3.3","se",NA
"5553","nm7",105,"SIGMA1.1","estimate","0.0468228"
"5554","nm7",105,"SIGMA1.1","prse",NA
"5555","nm7",105,"SIGMA1.1","se",NA
"5556","nm7",105,"SIGMA2.1","estimate","0"
"5557","nm7",105,"SIGMA2.1","prse",NA
"5558","nm7",105,"SIGMA2.1","se",NA
"5559","nm7",105,"SIGMA2.2","estimate","0.160126"
"5560","nm7",105,"SIGMA2.2","prse",NA
"5561","nm7",105,"SIGMA2.2","se",NA
"5562","nm7",105,"cov","status","0"
"5563","nm7",105,"prob","text","105 phase1 2 CMT like 1004 but diff. initial on V3"
"5564","nm7",105,"min","status","0"
"5565","nm7",105,"data","filename","../data/105.csv"
"5566","nm7",106,"ofv","minimum","2304.56225989109"
"5567","nm7",106,"THETA1","estimate","10.931"
"5568","nm7",106,"THETA1","prse",NA
"5569","nm7",106,"THETA1","se",NA
"5570","nm7",106,"THETA2","estimate","25.0342"
"5571","nm7",106,"THETA2","prse",NA
"5572","nm7",106,"THETA2","se",NA
"5573","nm7",106,"THETA3","estimate","0.0802367"
"5574","nm7",106,"THETA3","prse",NA
"5575","nm7",106,"THETA3","se",NA
"5576","nm7",106,"THETA4","estimate","3.9371"
"5577","nm7",106,"THETA4","prse",NA
"5578","nm7",106,"THETA4","se",NA
"5579","nm7",106,"THETA5","estimate","100.081"
"5580","nm7",106,"THETA5","prse",NA
"5581","nm7",106,"THETA5","se",NA
"5582","nm7",106,"THETA6","estimate","0.880733"
"5583","nm7",106,"THETA6","prse",NA
"5584","nm7",106,"THETA6","se",NA
"5585","nm7",106,"THETA7","estimate","1.10431"
"5586","nm7",106,"THETA7","prse",NA
"5587","nm7",106,"THETA7","se",NA
"5588","nm7",106,"OMEGA1.1","estimate","0.15695"
"5589","nm7",106,"OMEGA1.1","prse",NA
"5590","nm7",106,"OMEGA1.1","se",NA
"5591","nm7",106,"OMEGA2.1","estimate","0.102372"
"5592","nm7",106,"OMEGA2.1","prse",NA
"5593","nm7",106,"OMEGA2.1","se",NA
"5594","nm7",106,"OMEGA2.2","estimate","0.0893595"
"5595","nm7",106,"OMEGA2.2","prse",NA
"5596","nm7",106,"OMEGA2.2","se",NA
"5597","nm7",106,"OMEGA3.1","estimate","-0.0286341"
"5598","nm7",106,"OMEGA3.1","prse",NA
"5599","nm7",106,"OMEGA3.1","se",NA
"5600","nm7",106,"OMEGA3.2","estimate","-0.056387"
"5601","nm7",106,"OMEGA3.2","prse",NA
"5602","nm7",106,"OMEGA3.2","se",NA
"5603","nm7",106,"OMEGA3.3","estimate","0.0681945"
"5604","nm7",106,"OMEGA3.3","prse",NA
"5605","nm7",106,"OMEGA3.3","se",NA
"5606","nm7",106,"SIGMA1.1","estimate","0.0449824"
"5607","nm7",106,"SIGMA1.1","prse",NA
"5608","nm7",106,"SIGMA1.1","se",NA
"5609","nm7",106,"SIGMA2.1","estimate","0"
"5610","nm7",106,"SIGMA2.1","prse",NA
"5611","nm7",106,"SIGMA2.1","se",NA
"5612","nm7",106,"SIGMA2.2","estimate","0.191178"
"5613","nm7",106,"SIGMA2.2","prse",NA
"5614","nm7",106,"SIGMA2.2","se",NA
"5615","nm7",106,"cov","status","0"
"5616","nm7",106,"prob","text","106 phase1 2 CMT like 1004 but diff. initial on V3"
"5617","nm7",106,"min","status","0"
"5618","nm7",106,"data","filename","../data/106.csv"
"5619","nm7",107,"ofv","minimum","2262.54244243113"
"5620","nm7",107,"THETA1","estimate","9.65437"
"5621","nm7",107,"THETA1","prse",NA
"5622","nm7",107,"THETA1","se",NA
"5623","nm7",107,"THETA2","estimate","22.1987"
"5624","nm7",107,"THETA2","prse",NA
"5625","nm7",107,"THETA2","se",NA
"5626","nm7",107,"THETA3","estimate","0.0695627"
"5627","nm7",107,"THETA3","prse",NA
"5628","nm7",107,"THETA3","se",NA
"5629","nm7",107,"THETA4","estimate","3.72613"
"5630","nm7",107,"THETA4","prse",NA
"5631","nm7",107,"THETA4","se",NA
"5632","nm7",107,"THETA5","estimate","112.336"
"5633","nm7",107,"THETA5","prse",NA
"5634","nm7",107,"THETA5","se",NA
"5635","nm7",107,"THETA6","estimate","0.90959"
"5636","nm7",107,"THETA6","prse",NA
"5637","nm7",107,"THETA6","se",NA
"5638","nm7",107,"THETA7","estimate","1.03162"
"5639","nm7",107,"THETA7","prse",NA
"5640","nm7",107,"THETA7","se",NA
"5641","nm7",107,"OMEGA1.1","estimate","0.293935"
"5642","nm7",107,"OMEGA1.1","prse",NA
"5643","nm7",107,"OMEGA1.1","se",NA
"5644","nm7",107,"OMEGA2.1","estimate","0.160824"
"5645","nm7",107,"OMEGA2.1","prse",NA
"5646","nm7",107,"OMEGA2.1","se",NA
"5647","nm7",107,"OMEGA2.2","estimate","0.0958231"
"5648","nm7",107,"OMEGA2.2","prse",NA
"5649","nm7",107,"OMEGA2.2","se",NA
"5650","nm7",107,"OMEGA3.1","estimate","-0.0147961"
"5651","nm7",107,"OMEGA3.1","prse",NA
"5652","nm7",107,"OMEGA3.1","se",NA
"5653","nm7",107,"OMEGA3.2","estimate","-0.0247954"
"5654","nm7",107,"OMEGA3.2","prse",NA
"5655","nm7",107,"OMEGA3.2","se",NA
"5656","nm7",107,"OMEGA3.3","estimate","0.0412642"
"5657","nm7",107,"OMEGA3.3","prse",NA
"5658","nm7",107,"OMEGA3.3","se",NA
"5659","nm7",107,"SIGMA1.1","estimate","0.0482037"
"5660","nm7",107,"SIGMA1.1","prse",NA
"5661","nm7",107,"SIGMA1.1","se",NA
"5662","nm7",107,"SIGMA2.1","estimate","0"
"5663","nm7",107,"SIGMA2.1","prse",NA
"5664","nm7",107,"SIGMA2.1","se",NA
"5665","nm7",107,"SIGMA2.2","estimate","0.218346"
"5666","nm7",107,"SIGMA2.2","prse",NA
"5667","nm7",107,"SIGMA2.2","se",NA
"5668","nm7",107,"cov","status","0"
"5669","nm7",107,"prob","text","107 phase1 2 CMT like 1004 but diff. initial on V3"
"5670","nm7",107,"min","status","0"
"5671","nm7",107,"data","filename","../data/107.csv"
"5672","nm7",108,"ofv","minimum","1673.06107336829"
"5673","nm7",108,"THETA1","estimate","9.9676"
"5674","nm7",108,"THETA1","prse",NA
"5675","nm7",108,"THETA1","se",NA
"5676","nm7",108,"THETA2","estimate","24.7976"
"5677","nm7",108,"THETA2","prse",NA
"5678","nm7",108,"THETA2","se",NA
"5679","nm7",108,"THETA3","estimate","0.0783479"
"5680","nm7",108,"THETA3","prse",NA
"5681","nm7",108,"THETA3","se",NA
"5682","nm7",108,"THETA4","estimate","4.13003"
"5683","nm7",108,"THETA4","prse",NA
"5684","nm7",108,"THETA4","se",NA
"5685","nm7",108,"THETA5","estimate","92.6877"
"5686","nm7",108,"THETA5","prse",NA
"5687","nm7",108,"THETA5","se",NA
"5688","nm7",108,"THETA6","estimate","1.09712"
"5689","nm7",108,"THETA6","prse",NA
"5690","nm7",108,"THETA6","se",NA
"5691","nm7",108,"THETA7","estimate","1.27355"
"5692","nm7",108,"THETA7","prse",NA
"5693","nm7",108,"THETA7","se",NA
"5694","nm7",108,"OMEGA1.1","estimate","0.164164"
"5695","nm7",108,"OMEGA1.1","prse",NA
"5696","nm7",108,"OMEGA1.1","se",NA
"5697","nm7",108,"OMEGA2.1","estimate","0.0996811"
"5698","nm7",108,"OMEGA2.1","prse",NA
"5699","nm7",108,"OMEGA2.1","se",NA
"5700","nm7",108,"OMEGA2.2","estimate","0.103493"
"5701","nm7",108,"OMEGA2.2","prse",NA
"5702","nm7",108,"OMEGA2.2","se",NA
"5703","nm7",108,"OMEGA3.1","estimate","-0.0408084"
"5704","nm7",108,"OMEGA3.1","prse",NA
"5705","nm7",108,"OMEGA3.1","se",NA
"5706","nm7",108,"OMEGA3.2","estimate","-0.0628177"
"5707","nm7",108,"OMEGA3.2","prse",NA
"5708","nm7",108,"OMEGA3.2","se",NA
"5709","nm7",108,"OMEGA3.3","estimate","0.0440874"
"5710","nm7",108,"OMEGA3.3","prse",NA
"5711","nm7",108,"OMEGA3.3","se",NA
"5712","nm7",108,"SIGMA1.1","estimate","0.0414173"
"5713","nm7",108,"SIGMA1.1","prse",NA
"5714","nm7",108,"SIGMA1.1","se",NA
"5715","nm7",108,"SIGMA2.1","estimate","0"
"5716","nm7",108,"SIGMA2.1","prse",NA
"5717","nm7",108,"SIGMA2.1","se",NA
"5718","nm7",108,"SIGMA2.2","estimate","0.288167"
"5719","nm7",108,"SIGMA2.2","prse",NA
"5720","nm7",108,"SIGMA2.2","se",NA
"5721","nm7",108,"cov","status","0"
"5722","nm7",108,"prob","text","108 phase1 2 CMT like 1004 but diff. initial on V3"
"5723","nm7",108,"min","status","0"
"5724","nm7",108,"data","filename","../data/108.csv"
"5725","nm7",109,"ofv","minimum","2279.83769030888"
"5726","nm7",109,"THETA1","estimate","9.24809"
"5727","nm7",109,"THETA1","prse",NA
"5728","nm7",109,"THETA1","se",NA
"5729","nm7",109,"THETA2","estimate","23.2708"
"5730","nm7",109,"THETA2","prse",NA
"5731","nm7",109,"THETA2","se",NA
"5732","nm7",109,"THETA3","estimate","0.067642"
"5733","nm7",109,"THETA3","prse",NA
"5734","nm7",109,"THETA3","se",NA
"5735","nm7",109,"THETA4","estimate","3.05627"
"5736","nm7",109,"THETA4","prse",NA
"5737","nm7",109,"THETA4","se",NA
"5738","nm7",109,"THETA5","estimate","134.117"
"5739","nm7",109,"THETA5","prse",NA
"5740","nm7",109,"THETA5","se",NA
"5741","nm7",109,"THETA6","estimate","1.14009"
"5742","nm7",109,"THETA6","prse",NA
"5743","nm7",109,"THETA6","se",NA
"5744","nm7",109,"THETA7","estimate","1.36314"
"5745","nm7",109,"THETA7","prse",NA
"5746","nm7",109,"THETA7","se",NA
"5747","nm7",109,"OMEGA1.1","estimate","0.196592"
"5748","nm7",109,"OMEGA1.1","prse",NA
"5749","nm7",109,"OMEGA1.1","se",NA
"5750","nm7",109,"OMEGA2.1","estimate","0.144187"
"5751","nm7",109,"OMEGA2.1","prse",NA
"5752","nm7",109,"OMEGA2.1","se",NA
"5753","nm7",109,"OMEGA2.2","estimate","0.134045"
"5754","nm7",109,"OMEGA2.2","prse",NA
"5755","nm7",109,"OMEGA2.2","se",NA
"5756","nm7",109,"OMEGA3.1","estimate","-0.00670838"
"5757","nm7",109,"OMEGA3.1","prse",NA
"5758","nm7",109,"OMEGA3.1","se",NA
"5759","nm7",109,"OMEGA3.2","estimate","-0.0329585"
"5760","nm7",109,"OMEGA3.2","prse",NA
"5761","nm7",109,"OMEGA3.2","se",NA
"5762","nm7",109,"OMEGA3.3","estimate","0.0315382"
"5763","nm7",109,"OMEGA3.3","prse",NA
"5764","nm7",109,"OMEGA3.3","se",NA
"5765","nm7",109,"SIGMA1.1","estimate","0.0486319"
"5766","nm7",109,"SIGMA1.1","prse",NA
"5767","nm7",109,"SIGMA1.1","se",NA
"5768","nm7",109,"SIGMA2.1","estimate","0"
"5769","nm7",109,"SIGMA2.1","prse",NA
"5770","nm7",109,"SIGMA2.1","se",NA
"5771","nm7",109,"SIGMA2.2","estimate","0.121126"
"5772","nm7",109,"SIGMA2.2","prse",NA
"5773","nm7",109,"SIGMA2.2","se",NA
"5774","nm7",109,"cov","status","0"
"5775","nm7",109,"prob","text","109 phase1 2 CMT like 1004 but diff. initial on V3"
"5776","nm7",109,"min","status","0"
"5777","nm7",109,"data","filename","../data/109.csv"
"5778","nm7",110,"ofv","minimum","2587.72327849679"
"5779","nm7",110,"THETA1","estimate","11.0131"
"5780","nm7",110,"THETA1","prse",NA
"5781","nm7",110,"THETA1","se",NA
"5782","nm7",110,"THETA2","estimate","22.257"
"5783","nm7",110,"THETA2","prse",NA
"5784","nm7",110,"THETA2","se",NA
"5785","nm7",110,"THETA3","estimate","0.0756616"
"5786","nm7",110,"THETA3","prse",NA
"5787","nm7",110,"THETA3","se",NA
"5788","nm7",110,"THETA4","estimate","3.44951"
"5789","nm7",110,"THETA4","prse",NA
"5790","nm7",110,"THETA4","se",NA
"5791","nm7",110,"THETA5","estimate","96.7978"
"5792","nm7",110,"THETA5","prse",NA
"5793","nm7",110,"THETA5","se",NA
"5794","nm7",110,"THETA6","estimate","0.782971"
"5795","nm7",110,"THETA6","prse",NA
"5796","nm7",110,"THETA6","se",NA
"5797","nm7",110,"THETA7","estimate","0.823257"
"5798","nm7",110,"THETA7","prse",NA
"5799","nm7",110,"THETA7","se",NA
"5800","nm7",110,"OMEGA1.1","estimate","0.179817"
"5801","nm7",110,"OMEGA1.1","prse",NA
"5802","nm7",110,"OMEGA1.1","se",NA
"5803","nm7",110,"OMEGA2.1","estimate","0.134171"
"5804","nm7",110,"OMEGA2.1","prse",NA
"5805","nm7",110,"OMEGA2.1","se",NA
"5806","nm7",110,"OMEGA2.2","estimate","0.115639"
"5807","nm7",110,"OMEGA2.2","prse",NA
"5808","nm7",110,"OMEGA2.2","se",NA
"5809","nm7",110,"OMEGA3.1","estimate","-0.00127687"
"5810","nm7",110,"OMEGA3.1","prse",NA
"5811","nm7",110,"OMEGA3.1","se",NA
"5812","nm7",110,"OMEGA3.2","estimate","-0.0277096"
"5813","nm7",110,"OMEGA3.2","prse",NA
"5814","nm7",110,"OMEGA3.2","se",NA
"5815","nm7",110,"OMEGA3.3","estimate","0.0461302"
"5816","nm7",110,"OMEGA3.3","prse",NA
"5817","nm7",110,"OMEGA3.3","se",NA
"5818","nm7",110,"SIGMA1.1","estimate","0.0422291"
"5819","nm7",110,"SIGMA1.1","prse",NA
"5820","nm7",110,"SIGMA1.1","se",NA
"5821","nm7",110,"SIGMA2.1","estimate","0"
"5822","nm7",110,"SIGMA2.1","prse",NA
"5823","nm7",110,"SIGMA2.1","se",NA
"5824","nm7",110,"SIGMA2.2","estimate","0.300991"
"5825","nm7",110,"SIGMA2.2","prse",NA
"5826","nm7",110,"SIGMA2.2","se",NA
"5827","nm7",110,"cov","status","0"
"5828","nm7",110,"prob","text","110 phase1 2 CMT like 1004 but diff. initial on V3"
"5829","nm7",110,"min","status","0"
"5830","nm7",110,"data","filename","../data/110.csv"
"5831","nm7",111,"ofv","minimum","2500.55737369536"
"5832","nm7",111,"THETA1","estimate","6.028"
"5833","nm7",111,"THETA1","prse",NA
"5834","nm7",111,"THETA1","se",NA
"5835","nm7",111,"THETA2","estimate","19.1586"
"5836","nm7",111,"THETA2","prse",NA
"5837","nm7",111,"THETA2","se",NA
"5838","nm7",111,"THETA3","estimate","0.060234"
"5839","nm7",111,"THETA3","prse",NA
"5840","nm7",111,"THETA3","se",NA
"5841","nm7",111,"THETA4","estimate","5.06023"
"5842","nm7",111,"THETA4","prse",NA
"5843","nm7",111,"THETA4","se",NA
"5844","nm7",111,"THETA5","estimate","829.345"
"5845","nm7",111,"THETA5","prse",NA
"5846","nm7",111,"THETA5","se",NA
"5847","nm7",111,"THETA6","estimate","0.988212"
"5848","nm7",111,"THETA6","prse",NA
"5849","nm7",111,"THETA6","se",NA
"5850","nm7",111,"THETA7","estimate","1.36349"
"5851","nm7",111,"THETA7","prse",NA
"5852","nm7",111,"THETA7","se",NA
"5853","nm7",111,"OMEGA1.1","estimate","0.601648"
"5854","nm7",111,"OMEGA1.1","prse",NA
"5855","nm7",111,"OMEGA1.1","se",NA
"5856","nm7",111,"OMEGA2.1","estimate","0.299174"
"5857","nm7",111,"OMEGA2.1","prse",NA
"5858","nm7",111,"OMEGA2.1","se",NA
"5859","nm7",111,"OMEGA2.2","estimate","0.168179"
"5860","nm7",111,"OMEGA2.2","prse",NA
"5861","nm7",111,"OMEGA2.2","se",NA
"5862","nm7",111,"OMEGA3.1","estimate","0.0344797"
"5863","nm7",111,"OMEGA3.1","prse",NA
"5864","nm7",111,"OMEGA3.1","se",NA
"5865","nm7",111,"OMEGA3.2","estimate","-0.00868071"
"5866","nm7",111,"OMEGA3.2","prse",NA
"5867","nm7",111,"OMEGA3.2","se",NA
"5868","nm7",111,"OMEGA3.3","estimate","0.0363454"
"5869","nm7",111,"OMEGA3.3","prse",NA
"5870","nm7",111,"OMEGA3.3","se",NA
"5871","nm7",111,"SIGMA1.1","estimate","0.0566196"
"5872","nm7",111,"SIGMA1.1","prse",NA
"5873","nm7",111,"SIGMA1.1","se",NA
"5874","nm7",111,"SIGMA2.1","estimate","0"
"5875","nm7",111,"SIGMA2.1","prse",NA
"5876","nm7",111,"SIGMA2.1","se",NA
"5877","nm7",111,"SIGMA2.2","estimate","0.19454"
"5878","nm7",111,"SIGMA2.2","prse",NA
"5879","nm7",111,"SIGMA2.2","se",NA
"5880","nm7",111,"cov","status","0"
"5881","nm7",111,"prob","text","111 phase1 2 CMT like 1004 but diff. initial on V3"
"5882","nm7",111,"min","status","0"
"5883","nm7",111,"data","filename","../data/111.csv"
"5884","nm7",112,"ofv","minimum","2501.74063525836"
"5885","nm7",112,"THETA1","estimate","8.4766"
"5886","nm7",112,"THETA1","prse",NA
"5887","nm7",112,"THETA1","se",NA
"5888","nm7",112,"THETA2","estimate","21.4629"
"5889","nm7",112,"THETA2","prse",NA
"5890","nm7",112,"THETA2","se",NA
"5891","nm7",112,"THETA3","estimate","0.0726137"
"5892","nm7",112,"THETA3","prse",NA
"5893","nm7",112,"THETA3","se",NA
"5894","nm7",112,"THETA4","estimate","3.60659"
"5895","nm7",112,"THETA4","prse",NA
"5896","nm7",112,"THETA4","se",NA
"5897","nm7",112,"THETA5","estimate","112.183"
"5898","nm7",112,"THETA5","prse",NA
"5899","nm7",112,"THETA5","se",NA
"5900","nm7",112,"THETA6","estimate","0.943725"
"5901","nm7",112,"THETA6","prse",NA
"5902","nm7",112,"THETA6","se",NA
"5903","nm7",112,"THETA7","estimate","0.867355"
"5904","nm7",112,"THETA7","prse",NA
"5905","nm7",112,"THETA7","se",NA
"5906","nm7",112,"OMEGA1.1","estimate","0.221888"
"5907","nm7",112,"OMEGA1.1","prse",NA
"5908","nm7",112,"OMEGA1.1","se",NA
"5909","nm7",112,"OMEGA2.1","estimate","0.140386"
"5910","nm7",112,"OMEGA2.1","prse",NA
"5911","nm7",112,"OMEGA2.1","se",NA
"5912","nm7",112,"OMEGA2.2","estimate","0.0971303"
"5913","nm7",112,"OMEGA2.2","prse",NA
"5914","nm7",112,"OMEGA2.2","se",NA
"5915","nm7",112,"OMEGA3.1","estimate","0.0101187"
"5916","nm7",112,"OMEGA3.1","prse",NA
"5917","nm7",112,"OMEGA3.1","se",NA
"5918","nm7",112,"OMEGA3.2","estimate","-0.012055"
"5919","nm7",112,"OMEGA3.2","prse",NA
"5920","nm7",112,"OMEGA3.2","se",NA
"5921","nm7",112,"OMEGA3.3","estimate","0.0719082"
"5922","nm7",112,"OMEGA3.3","prse",NA
"5923","nm7",112,"OMEGA3.3","se",NA
"5924","nm7",112,"SIGMA1.1","estimate","0.0365399"
"5925","nm7",112,"SIGMA1.1","prse",NA
"5926","nm7",112,"SIGMA1.1","se",NA
"5927","nm7",112,"SIGMA2.1","estimate","0"
"5928","nm7",112,"SIGMA2.1","prse",NA
